"idDocLigne","idDocument","idJeu","question","reponse","prix"
"1766","1158","98","Bonjour. Il me manque 6 pions beiges, 3 pions jaunes et 9 fiches noires. Merci !","Nous avons toutes ces pièces !","90"
"1769","1161","234","Bonjour. Il me faudrait un pion jaune. Merci!","Bonjour, nous avons cette pièce. Nous ajoutons ici le devis pour la grosse pièce orange pour Balancespiel.","70"
"1770","1161","150","Bonjour. Il me manque un petit jeton fraise. Merci!","Nous avons cette pièce ! Nous ajoutons ici le devis pour le pion score rouge du mastermind junior.","40"
"1771","1162","87","Bonjour,
Avez un porte carte blanc a mettre sur le plateau de jeux (voir photo) ainsi que la carte jaune de Joé
Merci pour votre aide
Cordialement 
Valérie TRUSSART","Bonjour, nous avons ces deux pièces !","70"
"1772","1163","184","Bonjour,
Je suis à la recherche de 1 lettre P pour ce jeu.
Merci par avance,
Anaïs RINGARD","Bonjour, nous avons cette lettre !","20"
"1773","1163","218","Bonjour,
Je recherche 1 cape phosphorenscente du fantôme, uniquement si compatible avec la version plus ancienne du jeu (édition Nathan (l'illustration étant très similaire entre les 2 boîtes)).
J'ai voulu joindre 2 photos à la demande, mais ne fonctionne pas.
Merci par avance,
Anaïs RINGARD","Nous n'avons pas cette pièce. Je ne sais pas vous expliquer pourquoi l'envoi des photos n'a pas fonctionné. je vois cela avec le développeur du site.","0"
"1774","1163","88","Bonjour,
Je suis à la recherche de 1 carte jaune ERIC pour ce jeu.
Merci par avance,
Anaïs RINGARD","Nous avons cette carte (légère marque de pliure)","20"
"1775","1163","26","Bonjour,
Je suis à la recherche de 1 lapin jaune pour ce jeu.
Merci par avance,
Anaïs RINGARD","Nous avons ce pion !","20"
"1776","1164","984","Bonjour, vous serait-il possible de m'envoyer un camion du jeu Zooloretto (il s'agit d'une planchette marron segmentée) ? Merci d'avance","Bonjour, nous avons cette pièce !","50"
"1779","1167","136","Bonjour,
Il me manque 2 cartes pour le jeu ""il était une fois"":
- 1x carte conte ""une forêt""
- 1x carte dénouement ""et les parents retrouvèrent leur enfant perdu depuis si longtemps""
Par avance merci!","Bonjour, nous avons ces deux cartes !","100"
"1780","1168","252","Bonjour,
Je ne sais pas s'il s'agit des mêmes pièces de jeu que le cochon qui rit (tout court!). Si ce sont les mêmes j'aurais aimé vous orendre 3 pattes....voilà merci d'avance, 
Emilie","Bonjour, oui les pièces sont normalement compatibles. Nous avons ces trois pièces !","60"
"1782","1170","96","Bonjour,
Je suis à la recherche des éléments suivants pour compléter le jeu:
- le dé
- 2 baguettes de couleur verte
- 1 baguette de couleur rose
- 6 singes

J'ai l'impression que ces éléments pourraient aussi être ideniques sur les versions plus récentes.
Merci d'avance pour votre retour,
Thomas","Bonjour, oui les pièces sont compatibles d'une édition à l'autre. Nous avons toutes les pièces demandées !","180"
"1783","1170","63","Bonjour,
Je suis à la recherche pour ce jeu du support pour les lettres. L'avez-vous disponible?
Merci par avance,","Nous n'avons pas cette pièce.","0"
"1786","1173","54","Bonsoir. Nous avons le jeu de 2006 mais les tuiles ne sont pas brillantes. Il nous manque 2 tuiles virage, la tuile rat (voir photo de la carte) et la carte bague (la tuile qui est entre le départ du pion vert et la tuile carte au trésor). Auriez-vous ces pièces?","Bonjour, si j'ai bien compris, nous avons les 4 pièces  qu'il vous manque : deux tuiles virage neutre + 1 tuile rat + 1 carte bague.","140"
"1788","1175","113","Bonjour avez-vous le seau 2 de ce jeu svp?
Martine Bonfils","Bonjour, nous avons cette pièce !","50"
"1793","1179","816","Bonjour, je recherche un pion ""clef orange"". Il s'agit d'une petite tombe avec une clef orange gravée dessus (voir photo jointe). Il ne me manque qu'un de ces piosn pour compléter mon jeu.
Bien à vous.","Bonjour, nous avons cette pièce !","20"
"1794","1180","816","Bonjour, je recherche pour le jeu ""Atmosfear les emissaires"" le pion chapeau de sorcière. Il est beige et a une forme de dent de requin. voir le photos ci jointe.
Bien à vous.","Bonjour, nous avons cette pièce ! Nous pouvons l'ajouter à votre première commande.","100"
"1795","1181","54","Bonjour, je cherche 5 cartes manquantes, avec les objets suivants : le lézard, le papillon de nuit, le génie, l'araignée et le sac de pièces d'or (voir sur la photo ci-joint les images équivalentes sur les plaques couloir). Merci beaucoup! Florence","Bonjour, nous avons ces 5 cartes ! (Légères marques sur la carte araignée).","180"
"1796","1182","180","Bonjour,
Dans le jeu ""à l'école des fantômes"" de Haba, nous aurions besoin des 4 billes magnétiques et d'un coffre.","Bonjour, nous n'avons pas les billes magnétiques. Nous avons le coffre.","50"
"1797","1182","297","Bonjour,
Dans le rummikub, il nous faudrait la plaque du 6 noir et la plaque du 10 rouge.
Merci","Nous avons ces deux pièces !","40"
"1798","1182","916","Bonjour,
Dans le jeu 1000 bornes plateau, il nous manque un pion rouge ""panneau limite de vitesse à 50"".","Nous avons cette pièce !","20"
"1799","1182","159","Bonjour,
Dans le jeu labyrinthe master, il nous manque un jeton rond ""objet magique n°11"".
Merci","Nous avons cette pièce !","50"
"1800","1182","296","Bonjour, dans le jeu Panic O poulailler, il nous manque une barrière qui se fixe au poulailler en 3D. Il s'agit de la barrière à angle droit sur l'étage du milieu (3e étage).
Merci","Nous avons cette pièce ! (pièce qui mesure environ 17 cm d'un côté et 4 de l'autre).","50"
"1801","1182","130","Bonjour, dans le jeu Mission codée (Haba), il nous manque 1 carte Fex : ""Nomme d'abord toutes les lettres, ensuite tous les chiffres et en dernier tous les symboles du code"" (dans la bulle on voit la lettre A, puis le chiffre 3, puis une carte ""symbole""). Merci","Nous avons cette carte !","50"
"1803","1184","388","bonjour il me faudrait le pièce ci joint en photo 2 x de chaque couleur 
merci","Bonjour, de cette forme il nous reste une bleue, une jaune et une rouge.","150"
"1804","1186","379","Bonjour, avez vous 1 x dé pour le jeu 'little circuit', merci","Bonjour, nous avons cette pièce !","50"
"1806","1189","466","J’aimerais acheter 5 barrières en bois","Bonjour, nous avons ces 5 pièces !","150"
"1807","1190","566","Bonjour 
Avez vous la base de la maison? J'ai seulement les 4 pièces qui constituent celle ci mais il me manque la base.
Merci 
Bonne journée","Bonjour, nous avons cette pièce !","50"
"1808","1191","88","Bonjour,
Pour cette édition de qui est-ce, je recherche l’intégralité des cartes jaunes portraits, 4 supports blancs, et l’intégralité des pions de marques.

Bien à vous.","Bonjour, il nous reste 4 pions de marque. Nous vous mettons 4 supports blancs (+1 offert). Nous vous mettons l'intégralité des cartes (certaines ont des marques de pliure - les cartes venant de deux exemplaires, il peut y avoir une très légère variante de jaune).","300"
"1810","1193","713","Bonjour,
Je recherche 1 voilier orange et 1 fanion blanc pour compléter mon exemplaire de la Course au large.
Merci d'avance pour le temps que vous consacrerez à ma demande.
Cordialement,

Marc Cléradin","Bonjour, nous avons le voilier orange. Nous vous mettons un fanion blanc n°3 (nous avons aussi le n°2 si vous souhaitez faire un échange).","100"
"1811","1193","734","Bonjour,
Je recherche 1 carte sorcière (je ne connais pas sa couleur, c'est celle qui manque sur la photo ci-jointe) pour compléter mon exemplaire de Diamoniak.
Merci d'avance pour le temps que vous consacrerez à ma demande.
Cordialement,

Marc Cléradin","Nous avons la carte qu'il vous manque !","50"
"1812","1193","211","Bonjour,
Je recherche 2 pommes et une prune pour compléter mon exemplaire du Verger
Merci d'avance pour le temps que vous consacrerez à ma demande.
Cordialement,

Marc Cléradin","Nous avons ces 3 pièces !","60"
"1813","1193","621","Bonjour,
Je recherche 1 cylindre (6cm de long, 2cm de diamètre) et 4 parallélépipèdes rectangles (6 cm de long, 2x2cm de largeur et hauteur) ainsi que le chevalet pour tenir les cartes, le mien est cassé).
Merci d'avance pour le temps que vous consacrerez à ma demande.
Cordialement,

Marc Cléradin","Nous avons les deux pièces en bois. Nous avons le chevalet mais il est en mauvais état. Nous vous le mettons au cas où il serait en meilleur état que le vôtre (non facturé).","100"
"1814","1193","480","Bonjour,
Je recherche 1 panier à fruits pour compléter mon exemplaire du petit verger.
Merci d'avance pour le temps que vous consacrerez à ma demande.
Cordialement,

Marc Cléradin","Nous n'avons pas cette pièce.","0"
"1815","1194","475","- Une voiture jaune
- 2 entrées d'hôtel (petit rectangle jaune)","Bonjour, nous avons ces 3 pièce !","90"
"1816","1194","679","Il s'agit de la deuxième édition (boîte identique à celle de 1987, avec la mention ""2ème édition en plus. Matériel légèrement différent)

- Un jeton Relance (jeton en carton jaune avec cercle noir/blanc et ""Relance"" écrit au centre)
- Un ""crayon spécial plus un petit morceau de tissu"" (c.f. règle)","Nous n'avons pas le crayon spécial et le petit morceau de tissu. Nous avons le jeton relance.","20"
"1817","1194","774","- Une règle du jeu (originale)
- Un ""résumé de la règle du jeu"" (grosse tuile en carton)
- Deux bouteilles de ketchup","Nous ne vendons pas les règles du jeu. Nous vous mettons un exemplaire de ""résumé de la règle du jeu"" et deux bouteilles de ketchup.","90"
"1818","1195","271","Bonjour, avez-vous une grenouille verte en figurine ?","Bonjour, nous avons cette pièce ! Elle fait plus de 3 cm d'épaisseur mais en la comprimant avec un élastique nous parvenons à la faire rentrer dans une enveloppe. Elle reprendra sa forme une fois l'élastique retiré.","50"
"1821","1198","387","2 billes blanches et 1 noire","Bonjour, nous avons ces trois billes !","150"
"1822","1199","54","Bonjour. Il me manque une plaque couloir du jeu Labyrinthe (2007 à l'arrière de la boîte). Il s'agit de celle avec la fée (voir photo jointe). Merci et bonne soirée.","Bonjour, nous avons cette plaque !","50"
"1823","1200","932","bonjour avez vous la pièce ""bas""
Bonne journée
Valérie Vadot","Bonjour, nous avons cette pièce !","50"
"1825","1202","388","onjour.
J'aurai besoin de reassortir les 6 pièces du jeu Blokus Classic indiquées sur le fichier ci joint. Ce sont des pieces avec une quadrillage à l'interieur, et non les pieces lisses.
Avez-vous cela en stock et à quel tarif?
Josee","Bonjour, nous avons 3 pièces sur les 6.  Nous n'avons pas la jaune, nous avons la bleue, nous avons deux des 4 pièces vertes.","130"
"1835","1208","475","Avez-vous des billets, merci Cordialement
MH Ameye","Bonjour, nous vous mettons 10 billets pour chaque montant (50, 100, 500, 1000, 5000) - état d'usage. Nous pouvons en mettre plus si vous le souhaitez. Comme annoncé par mail nous ajoutons 9 billets de 1000 et 10 de 500.","250"
"1836","1209","475","Bonjour. Je suis à la recherche des dés de ce jeu, ainsi que les réverbères et les voitures rouge et jaune. Je vous remercie . Cordialement 
Mme Aubin","Bonjour, nous avons la voiture rouge. Nous n'avons pas les autres pièces.","50"
"1837","1210","652","Je voudrais un bâton vert a envoyer par la poste. Merci","Bonjour, nous avons cette pièce !","20"
"1839","1212","379","Bonjour,
Je suis à la recherche d'un jeton de ce jeu 
En Avez vous de disponible ?
Cordialement,","Bonjour, nous en avons plusieurs. Voici un devis pou un jeton ""abeille"". Vous pouvez répondre à ce mail si vous souhaitez commander un autre jeton.","20"
"1840","1213","894","Bonjour, 
Il nous manque uniquement la carte du bebe girafe ! nous l'avons perdu et notre fille Ambre est tres frustree a chaque fois qu'elle fait le loto et qu'il lui manque la derniere carte","Bonjour, désormais votre fille pourra jouer pleinement, nous avons cette carte !","50"
"1841","1214","381","Bonjour,
Je suis à la recherche de l'épée du jeu Le Roi Arthur.
L'auriez vous ?
Par avance merci.
Camille Houdu","Bonjour, nous avons cette pièce !","50"
"1843","1216","388","Bonjour, je suis à la recherche de cette pièce (cf.pièce jointe) de couleur verte pour le jeu Blokus de la marque mattel. L'avez-vous en stock? Cordialement, S.JEUNET","Bonjour, nous avons cette pièce pour l'édition 2016 du Blokus (l'édition pour laquelle vous avez fait la demande). La pièce sur votre photo vient d'une édition plus ancienne. Est-ce bien la pièce pour l'édition de 2016 que vous recherchez ?","50"
"1845","1218","309","Bonjour auriez vous svp le pion bateau svp ?
Cordialement Céline TOURMEAU","Bonjour, nous avons cette pièce !","50"
"1848","1221","49","Bonjour je cherche le pion rouge de ce jeux svp","Bonjour, nous avons ce pions.","20"
"1849","1221","502","1 jaune pion
4 rouges
Svp","Nous avons ces 5 pions.","80"
"1850","1221","563","Je recherche le plateau en bois","Nous n'avons pas cette pièce.","0"
"1851","1222","292","Bonjour
Vendez vous le dé de cuistot dingo svp ? Merci","Bonjour, nous avons cette pièce !","50"
"1852","1223","92","une boule rolit","Bonjour, nous avons cette pièce !","20"
"1853","1223","52","2 plaques couloir et un carte avec le dessin de couronne","Nous avons la carte Couronne. Nous vous mettons 2 plaques couloir (une en ligne droite et un virage).","90"
"1854","1223","388","un carré simple en couleur verte, un T en jaune et un carré de quatre case en jaune","Nous n'avons pas la pièce verte. Nous avons les deux pièces jaunes.","100"
"1855","1224","52","Bonjour,
Auriez-vous deux pièces en ligne droite, un voyage et une pièce avec un fantôme dessus ?
D'avance, je vous remercie
Cordialement","Bonjour, nous avons les 2 pièces en ligne droite + un virage (je suppose que c'est ce que vous vouliez dire en écrivant ""voyage"") + une plaque couloir avec le fantôme (celui qui fait semble faire ""coucou"", pas celui qui sort du vase).","110"
"1856","1225","88","Bonjour,
Avez vous 6 supports blanc ? SVP
Merci et bonne journée
Valérie TRUSSART","Bonjour, nous avons ces 6 supports (+1 offert).","120"
"1857","1225","781","Bonjour,
Avez vous de disponible 1 jeton ? SVP
Merci
Valérie TRUSSART","Nous n'avons pas cette pièce.","0"
"1858","1225","934","Bonjour,
Je cherche 2 jetons bleu, SVP
Merci
Valérie TRUSSART","Nous avons ces deux jetons.","10"
"1859","1225","874","Bonjour,
Avez vous le pion en forme de chien ? SVP
merci
Valérie TRUSSART","Nous avons cette pièce !","50"
"1860","1225","50","Bonjour,
Avez vous 6 livrets epargne ? SVP
merci
Valérie TRUSSART","Nous avons les 6 livrets.","120"
"1861","1225","63","Bonjour,
Avez vous une lettre S et une lettre U ? SVP
merci
Valérie TRUSSART","Nous avons ces deux lettres !","40"
"1862","1226","925","Bonjour, je recherche un dingo burger violet.","Bonjour, nous vous mettons le burger violet n°4. Vous pouvez changer en répondant à ce mail.","50"
"1863","1226","623","Bonjour, avez-vous 2 indicateurs de score.","Nous n'avons pas ces pièces.","0"
"1865","1228","466","Il me manque 5 barrières en bois et 1 pion foncé ( noir)","Bonjour, il nous reste 4 barrières. Nous avons le pion foncé.","200"
"1866","1229","34","bonjour, j'aurais besoin de plusieurs pièces d'anatomie : la tête de mort, le chien, l'oiseau, les bulles vertes, le caca vert.","Bonjour, nous avons ces 5 pièces !","100"
"1867","1229","189","bonjour, il me manque 5 objets : 3 bleu et 2 vert. Il me manque des formes poisson, tasse et le reste suivant ce que vous avez. merci","Nous avons 2 objets bleus (grenouille et serpent). Nous avons deux verts (poisson et lunettes). Nous vous offrons une tasse marron au cas où cela vous dépannerait.","80"
"1868","1229","26","bonjour, il me manque 2 lapin jaune, 2 lapin rose et 2 violet ainsi que 1 carte 1, 2 carte 2 et 2 carte clic. merci","Nous avons ces 11 pièces. L'un des lapins violets a les oreilles abîmées. Un lapin est violet et l'autre violet oncé (ces deux pièces ne sont pas facturées).","120"
"1869","1229","925","Bonjour, il me manque 1 dé et un burger rouge. merci","Nous avons le dé. Nous vous mettons le burger rouge n°4. Vous pouvez répondre à ce mail si vous souhaitez changer la valeur du jeton rouge.","100"
"1870","1229","251","bonjour, il me manque 1 bâtonnet orange, 1 rose, 2 verts et 12 singes. merci","Nous avons toutes ces pièces !","200"
"1871","1229","22","Bonjour, il me manque 2 carottes et 1 roulette. merci","Nous avons ces 3 pièces !","90"
"1873","1231","959","Bonjour. J'ai une autre version du jeu mais les pièces semblent identiques. Il me manque un support jaune ainsi que la pièce ""table"". Avez vous ces deux pièces.","Bonjour, nous avons la pièce ""table"". Nous vous mettons un support jaune (au dos il y a une gomette ""11:00"" - nous avons d'autres horaires si vous souhaitez changer.","100"
"1874","1232","540","Bonjour, avez-vous 1 jeton jaune ? Merci","Bonjour, oui nous avons cette pièce !","20"
"1876","1234","115","Bonjour,

Je suis à la recherche de différentes pièces pour le jeu bourricot.
Auriez-vous les pièces ci dessous en stock svp?
Selle, pelle, tapis, dynamite, guitare.
Merci d'avance.
Cordialement.

Emmanuel Papaleo","Bonjour, comme convenu par mail nous vous mettons les 5 pièces demandées.","200"
"1877","1235","54","Bonjour, 
il me manque deux pièces: 
-une carte trésor chandellier à bougies (voir le modèle le représentant version tuile en photo ci-jointe)
-une carte tuile neutre pour pousser les tuiles du plateau (peu importe le tracé du chemin)

Merci !","Bonjour, nous avons ces deux pièces ? Nous vous avons mis une ligne droite pour la tuile neutre.","70"
"1878","1236","192","Bonjour avez vous ces cartes : 
Le chandelier
Prof. Violet 
Le Bureau
La Salle à manger 
Merci pour votre réponse","Bonjour, nous avons ces 4 cartes. La carte du prof Violet a de très légères marques de pliure.","150"
"1879","1237","388","Bonjour, on essaie de reconstituer notre Blokus, il nous manque 3 pièces (1 bleue, une rouge, une jaune, cf. Photo). Les avez vous ?
Merci !","Bonjour, nous avons la pièce jaune. Nous n'avons pas les deux autres pièces. Si vous le souhaitez nous pouvons vous mettre des pièces plus grandes que vous découperez (je sais que certains clients ont procédé ainsi). Vous pouez répondre à ce mail.","50"
"1881","1239","219","Avez vous un jeu complet de huit voitures","Bonjour, oui nous avons ces 8 pièces !","200"
"1882","1240","543","Bonjour, pour ce jeu il me manque:
La cartouche de marque Chevrolet 
La règle du jeu
Merci d’avance, 
Cordialement","Bonjour, nous allons regrouper vos demandes pour ne faire qu'un devis. Pour ce jeu nous avons bien la cartouche Chevrolet mais pas la règle. Nous ajoutons ici le devis pour 5 pions La Bonne Paye (il manque le blanc) + 1 livret d'épargne (scotché - non facturé). Nous ajoutons également le coût du plateau de Richesses du monde (état d'usage) + 1 plaquette ""thé"". ","320"
"1883","1240","258","Bonjour, pour ce jeu il me manque:
Les 4 pions carrés
La règle du jeu 
Merci d’avance, 
Cordialement","Nous avons la règle (vendue car en double dans notre stock) + les 4 pions carrés. Nous ajoutons ici le devis pour le jeu Indix : nous avons les 7 jetons rouges et le jeton orange. Il nous reste 3 jetons violets.","350"
"1886","1243","729","Bonjour , pouvez vous me faire un devis pour les 9 pièces que vous détenez,  les billets de banque et deux cartes docteur ( à savoir la carte de la clé à la cheville et celle de l'os dans le genou ) et svp les pièces que je vous ai demandé pour le jeu qui est ce ? Les 9 marqueurs jaunes et les pieds","Bonjour, voici le devis pour les 9 pièces du Docteur Maboul + les 2 cartes (eau dans le genou et non pas ""os"" ?) + les billets de banque (valeurs 50 et 200) ainsi que pour le Qui-est-ce : 5 pieds en caoutchouc et 1 marqueur jaune (le dernier que nous avons).","400"
"1888","1245","94","bonjour, avez vous 7 boulets? merci","Bonjour, oui nous avons ces 7 pièces !","120"
"1889","1246","984","Bonjour, avez-vous un jeton naissance zebre pour le jeu zooloretto svp?","Bonjour, oui nous avons cette pièce !","20"
"1890","1246","229","Bonjour, avez vous 1 pion jaune et 1 pion bleu du jeu Castello del drago svp?","Nous avons ces deux pions.","100"
"1893","1249","390","Bonjour, avez- vous un connecteur en bois svp? Merci","Bonjour, nous n'avons pas cette pièce.","0"
"1894","1249","729","Bonjour avez- vous les 11 pièces anatomiques svp? Merci","Nous avons ces 11 pièces. Le crayon vient d'une autre édition, les pièces sont compatibles. Ce lot ne comprend pas l'élastique que nous n'avons pas.","150"
"1897","1252","946","Notice et une bête bleu","Bonjour, nous n'avons pas la règle  Nous vous mettons une bête bleue (coccinnelle) avec tige bleue. Nous ajoutons ici les deux pièces pour le Monopoly junior (le ticket chat et la voiture)","120"
"1902","1256","233","Bonjour, je recherche 2 pions voiture (un rouge et un jaune)","Bonjour, nous avons ces deux pièces !","100"
"1905","1259","566","Bonjour,
Je recherche deux petits cochons du jeu : le vert et le rouge.
Est-ce possible de nous les envoyer (adresse : 3 chemin des étangs, Payré, 86700 VALENCE-EN-POITOU ) ?
Si OK , merci de me préciser les conditions, coût, etc.
Cordialement,

Alban Pratt","Bonjour, nous avons ces deux pièces !","100"
"1906","1260","935","Bonjour,
Je recherche 2 obstacles ""haies"", sembables à la photo ci-jointe pour compléter mon exemplaire de Giro Galoppo.
Cordialement,

Marc Cléradin","Bonjour, nous avons ces deux pièces !","100"
"1907","1260","312","Bonjour,
Je recherche deux chevalets transparents, semblables à ceux de la photo ci-jointe pour compléter mon exemplaire du Scrabble de voyage.
Cordialement,

Marc Cléradin","Nous avons ces deux pièces !","100"
"1908","1260","621","Bonjour,
Je recherche 3 parallélépipèdes rectangles, de 6cm x 2cm x 2cm, semblable à ceux de la photo ci-jointe pour compléter mon exemplaire des Rondins des bois.

Cordialement,

Marc Cléradin","Nous avons ces 3 pièces !","150"
"1909","1260","94","Bonjour,
Je recherche svp 4 soldats rouges, 4 soldats bleus, les 2 chevaliers (1 rouge et 1 bleu), 1 mantelet, 2 arbres avec leurs ""cartes à insérer"" (en photo) et 1 des dés (j'ai un D3 blanc mais pas l'autre).

P.S: Et le livret d'instructions à tout hasard! ^^","Nous n'avons plus de soldat ni de chevallier bleus. Nous avons le chevallier rouge (sans le décor sur le bouclier). Nous avons les 4 soldats rouges (2 avec décor sur le bouclier). Nous vous en offrons un qui est un peu abîmé. Nous avons deux arbres complets (troncs + cartons). Il n'y a plus de dé d'origine dans la boîte. Dans notre stock, nous avons un dé avec 1 face 1, 2 faces 2 et 3 faces 3, est-ce le dé de ce jeu ? Nous avons un mantelet (socle marron + pièce noire amovible - sans l'élastique - blason rouge et vert avec soleil)","380"
"1910","1261","321","Bonjour. 
Je cherche 3 billes du rolit junior. En auriez-vous ?
Merci.
Marion","Bonjour, nous avons ces 3 pièces !","60"
"1911","1262","252","Bonjour,  il me manque
1 oreille rouge
2 pattes rouges
3 yeux verts
Par avance, merci","Bonjour, nous n'avons plus de pièce pour les yeux. Nous avons les 3 autres pièces.","60"
"1912","1263","1089","Bonjour, pour ce jeu il me manque:
- le filtre rouge
- le sablier
Merci d’avance, 
Cordialement","Bonjour, nous n'avons pas ces pièces. Nous mettons ici le devis pour les 9 pièces pour le Puissance 4 Advance.","180"
"1913","1263","29","Bonjour, pour ce jeu il me manque: 
- la règle 
- le sablier
Merci d’avance, 
Cordialement","Nous n'avons pas ces pièces. Nous mettons ici le devis pour les 9 pièces de Blokus (CF photo envoyée par MMS) + le carré jaune de 2 sur 2 + le L 1 fois 4","300"
"1914","1263","782","Bonjour, pour ce jeu il me manque: 
- Le pion violet
Merci d’avance, 
Cordialement","Nous n'avons pas cette pièce.","0"
"1915","1263","664","Bonjour, pour ce jeu il me manque: 
- 2 baguettes de bois
Merci d’avance, 
Cordialement","Nous avons ces deux pièces.","40"
"1916","1263","297","Bonjour, pour ce jeu il me manque: 
- un 6 noir 
- La règle
Merci d’avance, 
Cordialement","Nous n'avons pas ces pièces","0"
"1917","1263","123","Bonjour, pour ce jeu il me manque: 
- les socles en plastique
Merci d’avance, 
Cordialement","Nous en avons deux.","40"
"1918","1263","191","Bonjour, pour ce jeu il me manque: 
- un baril 
- un lingot
Merci d’avance, 
Cordialement","Nous n'avons pas ces pièces. Nous mettons ici le devis pour le carton thé supplémentaire de Richesses du monde","20"
"1921","1266","543","Bonjour, avez-vous une cartouche EBAY ?  Merci","Bonjour, nous avons cette pièce ! Nous ajoutons ici le devis pour les deux jetons imprimé recto-verso (1 rouge et 1 bleu) du jeu Turbo cochon.","90"
"1922","1267","448","Bonjour,

Je suis à la recherche d'une carte du jeu du loto petit ours brun (chez ravensburger) : il s'agit de la carte ou petit ours brun joue avec un moulin à vent (planche été) avec 2 tournesols à droite.","Bonjour, nous avons cette pièce !","20"
"1923","1268","162","Bonjour,
je vous félicite pour cette initiative qui permet de prolonger la vie de nos jeux !
Pour ma part, je suis à la recherche d'une lettre S pour un scrabble de voyage.
En photo, la lettre que je recherche.
Merci
Astrid","Bonjour, tout d'abord merci pour votre soutien ! Nous avons la pièce qu'il vous manque !","20"
"1924","1269","253","Bonjour, j'ai un Cluedo 2015
J'ai besoin
d'un dé et d'un poignard en métal
Voir photos","Bonjour, nous n'avons reçu que la première photo avec le dé. Nous n'avons pas cette édition du Cluedo. Nous avons un poignard en métal d'une autre édition. Comme convenu par mail nous ajoutons un blé blanc (1 à 6). Nous vous en offrons un deuxième d'une autre forme, vous verrez celui qui vous convient le mieux.","70"
"1925","1270","704","Bonjour, est ce que je pourrais avoir 2 supports blancs pour ce jeu qui est ce .
Merci","Bonjour, nous vous mettons deux supports + 1 offert.","40"
"1926","1271","917","Bonjour,

Je suis à la recherche d'une bille blanche. En auriez-vous une?

Merci.","Bonjour, nous avons cette pièce !","20"
"1929","1274","211","Bonjour, Nous cherchons à acquérir une poire jaune pour le jeu ""Le Verger"" de Haba.
Merci !","Bonjour, nous avons cette pièce !","50"
"1930","1275","200","Bonjour je souhaiterais le dé speciale","Bonjour, nous n'avons pas cette pièce.","0"
"1931","1275","816","Bonjour je recherche la k7 vhs","Nous avons la K7. Nous n'avons pas de magnétoscope. Nous ne pouvons pas vérifier si elle fonctionne. Elle semble en bon état.","100"
"1932","1275","30","Bonjour je recherche ce batiment","Nous avons cette pièce !","50"
"1933","1276","34","Bonjour,
Je recherche l'oiseau manquant afin que le jeu soit complet.
En avez vous en stock ?
Bonne soirée
Cordialement
Mme Carrier","Bonjour, nous avons cette pièce !","50"
"1934","1276","1034","Bonjour,
Avez vous le buvez r violet portant le numéro 3 ?
Merci d'avance
Bonne soirée
Cordialement
Mme Carrier","Nous avons cette pièce !","50"
"1936","1278","54","Bonjour, il me manque 2 pièces de ce jeu: la plaque couloir araignée et le pion bleu. Si jamais vous avez ça en stock... Merci. Florence","Bonjour, nous avons ces deux pièces. Concernant le pion bleu nous avons deux versions : 1 magicien bleu et 1 princesse avec une boule entre les mains. Quel pion est celui qu'il vous manque ?","100"
"1938","1280","751","Bonjour. Il me manque la carte grenouille et la carte âne. Merci!","Bonjour, nous avons ces deux cartes ! (n°26 et 29)","40"
"1939","1280","180","Bonjour. Il me manque 2 murs et une bille hantée. Merci!","Nous n'avons toujours pas ces pièces.","0"
"1940","1280","30","Bonjour. Il me manque un fanion. Merci!","Nous n'avons toujours pas cette pièce.","0"
"1941","1280","58","Bonjour, il me faudrait 2 bouteilles de champagne avec bouchon (jaune, violet)","Nous n'avons pas ces pièces.","0"
"1942","1280","177","Bonjour. Il me manque 1 médaille de capitaine, 1 ficelle. Merci","Nous n'avons pas ces pièces.","0"
"1943","1280","467","Bonjour, il me manque une carte +2 verte. Merci.","Nous avons cette carte. !","20"
"1944","1280","789","Bonjour, il me manque un drapeau. Merci!","Nous n'avons pas cette pièce.","0"
"1945","1280","222","Bonjour, il me manque une lettre L. Merci","Nous avons cette pièce !","20"
"1946","1280","327","Bonjour, il me manque une lettre V, une S, une U. Merci","Nous avons ces trois lettres !","60"
"1947","1280","530","Bonjour, il me manque l'anneau. Merci","Nous n'avons pas cette pièce.","0"
"1948","1280","89","Bonjour. Il me manque un jeton neutre. Merci!","Nous avons cette pièce !","20"
"1949","1280","341","Bonjour. Il me manque 1 pion rouge+1 socle blanc+1 billet 100 000 bleu","Nous n'avons pas le pion rouge. Nous avons le socle blanc et le billet.","25"
"1950","1281","962","Bonjour. Il me faudrait la maman hibou et la maman Flamant rose. Merci!","Nous avons ces deux cartes !","100"
"1951","1281","221","Bonjour. Il me manque un mikado rouge-jaune-bleu, 1 bleu-rouge-bleu et un rouge-bleu. Merci!","Nous avons ces trois pièces !","60"
"1952","1281","63","Bonjour, il me manque 1 lettre C et la règle. Merci!","Nous n'avons pas ces pièces.","0"
"1953","1281","1106","Bonjour. Il me faudrait 2 pions rouges et 4 jaunes. merci!","Nous avons ces 6 pièces !","120"
"1954","1281","1090","Bonjour. Il me manque la réglette. Merci.","Nous n'avons pas cette pièce.","0"
"1955","1281","940","Bonjour. Il me manque un dé des couleurs. Merci!","Nous avons cette pièce !","50"
"1956","1281","173","Bonjour. Il me manque les pièces des photos (emplacements vides) + 2 socles. Merci.","Nous avons les 2 socles et les 13 autres pièces manquantes.","250"
